player,win_rate,surface,1st_rt_pt_won,2nd_rt_pt_won,bp_convert,hld_rate,brk_rate,1st_pt_won,2nd_pt_won
Rafael Nadal,100.0,hard,30.22,54.02,46.65,90.01,28.17,77.04,60.98
David Ferrer,81.58,hard,32.63,53.02,46.0,81.08,29.73,71.52,54.22
Juan Carlos Ferrero,80.0,hard,30.64,59.32,42.98,75.48,36.48,68.59,47.97
Tomas Berdych,77.78,hard,30.73,51.41,40.92,85.91,24.59,78.76,60.73
Fernando Verdasco,75.86,hard,30.93,51.73,42.49,81.93,26.53,73.53,48.3
Novak Djokovic,75.0,hard,33.91,54.89,47.67,83.53,33.36,71.97,54.3
Stan Wawrinka,73.91,hard,30.77,49.93,41.85,84.96,24.55,76.56,57.02
Nicolas Almagro,71.79,hard,24.51,46.37,35.92,80.29,16.43,73.95,50.39
Roger Federer,71.43,hard,35.05,50.83,48.15,90.2,30.23,80.59,58.19
Mikhail Youzhny,70.59,hard,28.83,51.77,44.84,80.75,27.43,72.53,52.38
Rafael Nadal,100.0,clay,40.09,61.22,54.2,92.27,45.09,73.58,58.9
David Ferrer,81.58,clay,38.37,56.2,51.25,82.46,41.17,68.97,56.43
Juan Carlos Ferrero,80.0,clay,37.21,54.53,49.5,82.56,37.03,69.33,59.82
Tomas Berdych,77.78,clay,37.96,56.48,47.88,88.25,39.05,80.14,60.17
Fernando Verdasco,75.86,clay,34.41,55.25,48.51,78.14,32.55,68.28,52.56
Novak Djokovic,75.0,clay,38.75,55.85,54.27,77.05,40.93,67.73,45.39
Stan Wawrinka,73.91,clay,35.2,52.57,40.48,83.87,30.01,75.56,57.43
Nicolas Almagro,71.79,clay,32.66,52.05,41.19,86.85,28.11,77.04,59.54
Roger Federer,71.43,clay,35.66,50.45,39.9,87.46,27.69,75.5,59.8
Mikhail Youzhny,70.59,clay,34.6,54.98,45.86,80.79,36.19,72.05,44.79
Rafael Nadal,100.0,grass,25.9,56.59,49.03,91.17,27.66,79.15,62.15
David Ferrer,81.58,grass,25.86,57.76,53.14,85.53,24.6,77.9,56.01
Juan Carlos Ferrero,80.0,grass,17.75,42.25,30.0,77.5,6.0,68.72,46.92
Tomas Berdych,77.78,grass,27.19,50.01,39.35,91.91,17.82,82.97,65.78
Fernando Verdasco,75.86,grass,22.09,36.36,0.0,85.71,0.0,77.5,57.41
Novak Djokovic,75.0,grass,26.82,54.69,39.03,88.16,25.26,76.05,51.92
Stan Wawrinka,73.91,grass,27.36,34.04,100.0,82.61,12.0,66.67,0.0
Nicolas Almagro,71.79,grass,29.7,44.74,61.11,63.89,25.83,63.43,40.35
Roger Federer,71.43,grass,27.39,55.51,43.42,92.74,26.16,80.06,55.0
Mikhail Youzhny,70.59,grass,23.96,54.59,32.55,74.17,24.25,67.89,39.58
